ASSEMBLY_STR,PDB_COMPLEX_ID,ASSEMBLY_NAME,ASSEMBLY_TYPE,ASSEMBLIES,NUM_ASSEMBLIES,NUM_COMPONENTS,MEDIAN_WT,MAX_WT
"P61088_1,Q15819_1",PDB-CPX-153185,UBC13-MMS2 ubiquitin-conjugating enzyme E2 complex,heteromeric,"1j7d_1,3von_11,3von_12,3von_14,3von_15,3von_17,3von_18,3von_2,3von_3,3von_5,3von_6,3von_8,3von_9,4nr3_1,4nrg_1,4nri_1,4onl_1,4onm_1,4onn_1,9biv_1,9lhj_1,9lhj_2",22,2,32.39,35.63
"P61088_1,Q15819_1,Q96FW1_1",PDB-CPX-153186,UBC13-MMS2 ubiquitin-conjugating enzyme E2 complex and Ubiquitin thioesterase OTUB1,heteromeric,"3von_1,3von_10,3von_13,3von_16,3von_4,3von_7",6,3,58.92,58.92
"P61088_1,Q9Y4K3_1",PDB-CPX-153190,Ubiquitin-conjugating enzyme E2 N and TNF receptor-associated factor 6,heteromeric,"3hct_1,3hcu_1,3hcu_2",3,2,31.45,31.45
P61112_16,PDB-CPX-153199,Chaperonin subunit alpha,homomeric,"1q2v_1,1q3q_1,1q3s_1",3,16,955.92,957.33
P61112_8,PDB-CPX-153200,Chaperonin subunit alpha,homomeric,"1q2v_2,1q2v_3,1q3q_2,1q3q_3",4,8,476.93,478.66
P61136_6,PDB-CPX-153203,Nucleoside diphosphate kinase,homomeric,"2az1_1,2az3_1,2az3_2",3,6,112.84,121.86
"P61201_1,Q13098_1,Q7L5N1_1,Q92905_1,Q99627_1,Q9BT78_1,Q9UBW8_1,Q9UNS2_1",PDB-CPX-153212,COP9 signalosome complex,heteromeric,"4d10_1,4d10_2,4d18_1,4d18_2,4wsn_1,4wsn_2,4wsn_3,4wsn_4,4wsn_5,4wsn_6",10,8,322.58,323.1
"P61224_1,Q7LDG7_1",PDB-CPX-153218,RAS guanyl-releasing protein 2 and Ras-related protein Rap-1b,heteromeric,"6axf_1,6axf_2,6axf_3,6axf_4,6axf_5,6axf_6,6axf_7,6axf_8",8,2,65.03,65.03
"P61224_1,Q9EQZ6_1",PDB-CPX-153220,Rap guanine nucleotide exchange factor 4 and Ras-related protein Rap-1b,heteromeric,"4mgi_1,4mgk_1,4mgy_1,4mgz_1,4mh0_1",5,2,99.09,99.4
"P61224_2,Q9EQZ6_2",PDB-CPX-153226,Rap guanine nucleotide exchange factor 4 and Ras-related protein Rap-1b,heteromeric,"4mgi_2,4mgk_2,4mgy_2,4mgz_2,4mh0_2",5,4,198.18,198.8
P61244_2,PDB-CPX-153229,Protein max,homomeric,"1an2_1,1hlo_1,1r05_1,5eyo_1,5eyo_2",5,2,30.94,33.95
"P61244_2,P61244_2",PDB-CPX-153230,Protein max,heteromeric,"7rcu_1,7rcu_2,7rcu_3,7rcu_4",4,4,22.68,22.81
P61459_4,PDB-CPX-153244,Pterin-4-alpha-carbinolamine dehydratase,homomeric,"1dch_1,1dch_2,1dco_1,1dco_2,1dcp_1,1dcp_2,3hxa_1,3hxa_2",8,4,48.6,49.1
P61489_2,PDB-CPX-153245,Aspartokinase,homomeric,"2dt9_1,2zho_1,2zho_2,2zho_3",4,2,35.51,35.87
P61497_2,PDB-CPX-153251,Deoxyribodipyrimidine photo-lyase,homomeric,"2j07_2,2j08_2,2j09_2",3,2,98.92,99.05
P61517_4,PDB-CPX-153253,Carbonic anhydrase 2,homomeric,"1i6o_1,1i6p_1,1t75_1,2esf_1,7sev_1,9eat_1,9eaw_1,9ebz_1",8,4,100.86,101.8
"P61586_1,Q07960_1",PDB-CPX-153261,Rho GTPase-activating protein 1 and Transforming protein RhoA,heteromeric,"1ow3_1,1tx4_1,5m6x_1,5m6x_2,5m70_1,5m70_2,6r3v_1",7,2,49.43,73.34
"P61586_1,Q12802_1",PDB-CPX-153262,A-kinase anchor protein 13 and Transforming protein RhoA,heteromeric,"4d0n_1,6bca_1,6bca_2",3,2,38.96,65.39
"P61586_1,Q64096_1",PDB-CPX-153265,Guanine nucleotide exchange factor DBS and Transforming protein RhoA,heteromeric,"1lb1_1,1lb1_2,1lb1_3,1lb1_4",4,2,62.84,62.84
"P61586_1,Q8KNY0_1",PDB-CPX-153268,ADP ribosyltransferase domain-containing protein and Transforming protein RhoA,heteromeric,"4xsg_1,4xsh_1,5bwm_1",3,2,46.82,46.98
"P61586_1,Q92974_1",PDB-CPX-153270,Rho guanine nucleotide exchange factor 2 and Transforming protein RhoA,heteromeric,"7g80_1,7g81_1,7g82_1,7g83_1,7g84_1,7g85_1,7g86_1,7g87_1,7g88_1,7g89_1,7g8a_1,7g8b_1,7g8c_1,7g8d_1,7g8e_1,7g8f_1,7g8g_1,7g8h_1,7g8i_1,7g8j_1,7g8k_1,7g8l_1,7g8m_1,7g8n_1,7g8o_1,7g8p_1,7g8q_1,7g8r_1,7g8s_1,7g8t_1,7g8u_1,7g8v_1,7g8w_1,7g8x_1,7g8y_1,7g8z_1,7g90_1,7g91_1,7g92_1,7g93_1,7g94_1,7g95_1,7g96_1,7g97_1,7g98_1,7g99_1,7g9a_1,7g9b_1,7g9c_1,7g9d_1,7g9e_1,7g9f_1,7g9g_1,7g9h_1,7g9i_1,7g9j_1,8bnt_1",57,2,50.71,51.41
"P61586_1,Q9AJW7_1",PDB-CPX-153272,"IpgB2, probably secreted by the Mxi-Spa secretion machinery and Transforming protein RhoA",heteromeric,"3lw8_1,3lw8_2,3lw8_3,3lw8_4,3lwn_1,3lwn_2,3lxr_1",7,2,43.19,43.45
"P61586_1,Q9NZN5_1",PDB-CPX-153276,Rho guanine nucleotide exchange factor 12 and Transforming protein RhoA,heteromeric,"1x86_1,1x86_2,1x86_3,1x86_4",4,2,66.92,66.92
"P61586_4,Q9HBA0_4",PDB-CPX-153282,Transient receptor potential cation channel subfamily V member 4 and Transforming protein RhoA,heteromeric,"8fc7_1,8fc9_1,8fcb_1,8jvj_1",4,8,498.22,604.0
P61615_4,PDB-CPX-153290,Isopentenyl-diphosphate delta-isomerase,homomeric,"2zru_1,2zrv_1,2zrw_1,2zrx_1,2zry_1,2zrz_1,3b03_1,3b04_1,3b05_1,3b06_1",10,4,164.89,165.0
P61626_2,PDB-CPX-153295,Lysozyme C,homomeric,"1ckg_1,3ln2_1,5lvk_1",3,2,29.47,30.28
P61711_10,PDB-CPX-153298,"6,7-dimethyl-8-ribityllumazine synthase 2",homomeric,"1di0_2,1t13_1,1xn1_1,8uaw_1",4,10,177.92,255.17
"P61769_1,Q31206_1",PDB-CPX-153317,Ig-like domain-containing protein and Beta-2-microglobulin,heteromeric,"1r3h_1,1r3h_2,1r3h_3,1r3h_4",4,2,41.69,41.69
"P61769_1,Q31615_1",PDB-CPX-153318,Ig-like domain-containing protein and Beta-2-microglobulin,heteromeric,"1c16_1,1c16_2,1c16_3,1c16_4",4,2,41.67,41.67
"P61769_1,Q5SS57_1",PDB-CPX-153322,Ig-like domain-containing protein and Beta-2-microglobulin,heteromeric,"8e13_1,8e2z_1,8e8i_1,8ec5_1",4,2,45.49,46.21
"P61769_1,Q5VTY9_1,U5YJP1_1",PDB-CPX-153323,nan,heteromeric,"6ujo_1,6ujq_1,6uk2_1,6uk4_1",4,3,45.12,45.17
"P61769_1,Q860B7_1,Q9TQB0_1",PDB-CPX-153328,nan,heteromeric,"8tq5_1,8tq6_1,8tq6_2",3,3,91.15,92.54
"P61769_1,Q860W6_1",PDB-CPX-153329,Ig-like domain-containing protein and Beta-2-microglobulin,heteromeric,"1zs8_1,1zs8_2,1zs8_3,1zs8_4,1zs8_5",5,2,43.39,43.39
"P61769_1,Q8WLS4_1",PDB-CPX-153332,Ig-like domain-containing protein and Beta-2-microglobulin,heteromeric,"9k2i_1,9k2i_2,9k2i_3,9k2i_4,9pkv_1",5,2,95.88,109.56
"P61769_1,Q95460_1",PDB-CPX-153335,Major histocompatibility complex class I-related protein 1 and Beta-2-microglobulin,heteromeric,"4gup_1,4gup_2,4nqc_1,4nqc_2,4nqd_1,4nqd_2,4pj5_1,4pj5_2,4pj7_1,4pj7_2,4pj8_1,4pj9_1,4pja_1,4pja_2,4pjb_1,4pjb_2,4pjc_1,4pjc_2,4pjd_1,4pjd_2,4pje_1,4pje_2,4pjf_1,4pjf_2,4pjg_1,4pjg_2,4pjh_1,4pjh_2,4pji_1,4pji_2,4pjx_1,4pjx_2,5d5m_1,5d5m_2,5d7i_1,5d7i_2,5d7j_1,5d7j_2,5d7l_1,5d7l_2,5u16_1,5u16_2,5u17_1,5u17_2,5u1r_1,5u1r_2,5u2v_1,5u2v_2,5u6q_1,5u6q_2,5u72_1,5u72_2,6mwr_1,6puc_1,6puc_2,6pud_1,6pud_2,6pue_1,6pue_2,6puf_1,6puf_2,6pug_1,6pug_2,6puh_1,6puh_2,6pui_1,6pui_2,6puj_1,6puj_2,6puk_1,6puk_2,6pul_1,6pul_2,6pum_1,6pum_2,6pvc_1,6pvc_2,6pvd_1,6pvd_2,6w9u_1,6w9u_2,6w9v_1,6w9v_2,6xqp_1,6xqp_2,7llj_1,7llj_2,7ufj_1,7ufj_2,7zt2_1,7zt3_1,7zt4_1,7zt5_1,7zt7_1,7zt8_1,7zt9_1,9btx_1,9btx_2,9btz_1,9btz_2,9bys_1,9cgr_1,9cgr_2,9cgs_1,9cgs_2,9ek6_1,9ek6_2,9ek7_1,9ek7_2,9ms0_1,9o05_1,9o05_2,9o07_1,9o07_2,9o08_1,9o08_2",116,2,94.53,98.37
P61769_2,PDB-CPX-153339,Beta-2-microglobulin,homomeric,"2x89_1,2x89_2,2z9t_2,3low_1,4e0k_1,4e0k_2,4e0l_1,4e0l_2,4r9h_1,4r9h_2,4ra3_1,4ra3_2,4rah_1,6m1b_1",14,2,23.68,24.64
"P61769_2,Q95460_2",PDB-CPX-153340,Major histocompatibility complex class I-related protein 1 and Beta-2-microglobulin,heteromeric,"9bty_1,9bu0_1,9o06_1",3,4,189.1,189.23
P61769_4,PDB-CPX-153341,Beta-2-microglobulin,homomeric,"2e8d_1,2f8o_1,3tlr_1,3tm6_1,3tm6_2,7afv_1",6,4,47.73,48.82
P61769_6,PDB-CPX-153344,Beta-2-microglobulin,homomeric,"3ciq_1,3ciq_2,4x0s_1,8a7o_1,8a7p_1,8a7t_1",6,6,68.7,71.97
P61812_2,PDB-CPX-153348,TGF-beta-2 complex,homomeric,"1tfg_1,2tgi_1,4kxz_1,4kxz_2,6i9j_1,6xm2_1,6xm2_2,7rco_1,8fxs_1,8fxv_1",10,2,119.56,121.66
"P61823_1,P61823_1",PDB-CPX-153352,Ribonuclease pancreatic,heteromeric,"1cjq_1,1cjr_1,1d5d_1,1d5e_1,1d5h_1,1fev_1,1j7z_1,1j80_1,1j81_1,1j82_1,1rbc_1,1rbd_1,1rbe_1,1rbf_1,1rbg_1,1rbh_1,1rbi_1,1srn_1,1ssa_1,1ssb_1,1ssc_1,1z3l_1,1z3m_1,1z3p_1,2rln_1,3oqy_1,3oqy_2,3oqz_1,3oqz_2,3or0_1,3or0_2,3srn_1,4k7l_1,4o36_1,4o37_1,4okf_1,4srn_1,4ygw_1,9gf9_1,9gf9_2,9gf9_3,9gf9_4,9gf9_5,9gf9_6",44,2,13.43,14.71
P61823_2,PDB-CPX-153355,Ribonuclease pancreatic,homomeric,"1a2w_1,1rbb_1,1rnm_2,1z6d_3,3dh5_2,3dh6_2,3di7_2,3di8_2,3di9_2,3dib_2,3dic_2,3fkz_1,3fl0_1,3fl1_1,3fl3_1,3i67_1,3i6f_1,3i6h_1,3i6j_1,3lxo_2,3mzq_2,3mzr_2,3rh1_1,3rid_1,3rid_2,4ao1_1,4j5z_1,4j60_1,4j61_1,4j69_1,4j6a_1,4k7m_2,4ooh_2,4rte_2,4wyp_1,6f60_1,8c3b_1,8r5v_1,8rsa_1,9hn6_1,9ncs_1,9o5b_1,9rsa_1",43,2,28.02,33.8
"P61823_2,P61823_2",PDB-CPX-153356,Ribonuclease pancreatic,heteromeric,"1cjq_2,1fev_2,1j7z_2,1j80_2,1j81_2,1rbe_2,1rbg_2,1rbh_2,1z3l_2,1z3m_2",10,4,26.88,26.94
P61825_2,PDB-CPX-153361,Capsid protein VP2,homomeric,"9eqn_1,9eqn_2,9eqo_1,9eqp_1,9eqp_2,9eqp_3,9eqp_4",7,2,30.04,30.04
P61829_10,PDB-CPX-153363,"ATP synthase subunit 9, mitochondrial",homomeric,"3u2f_1,3u2y_1,3u32_1,3ud0_1,3zry_2,4f4s_1,4f4s_2,5bps_1,5bps_2,5bq6_1,5bq6_2,5bqa_1,5bqa_2,5bqj_1,5bqj_2",15,10,82.83,84.54
"P61830_1,Q03012_1",PDB-CPX-153364,COMPASS component SPP1 and Histone H3,heteromeric,"6j2p_1,6j2p_2,6j2p_3,6j2p_4",4,2,15.26,15.26
"P61830_1,Q27198_1",PDB-CPX-153368,Histone H3 and histone acetyltransferase,heteromeric,"1m1d_1,1m1d_2,1pu9_1,1pua_1,1qsn_1",5,2,22.36,22.5
P61889_2,PDB-CPX-153385,Malate dehydrogenase,homomeric,"1emd_1,1ib6_1,1ib6_2,1ie3_1,1ie3_2,2cmd_1,2pwz_1,2pwz_2,3hhp_1,3hhp_2,5kka_1,6ka0_1,6ka0_2,6ka1_1,6ka1_2,7xqn_1",16,2,65.29,66.65
"P61960_2,Q9GZZ9_2",PDB-CPX-153424,Ubiquitin-like modifier-activating enzyme 5 and Ubiquitin-fold modifier 1,heteromeric,"5iaa_1,5l95_1,6h77_1,6h77_2",4,4,85.41,88.61
"P61964_1,P68431_1",PDB-CPX-153427,WD repeat-containing protein 5 and Histone H3.1,heteromeric,"2cnx_1,2co0_1,2co0_2,4a7j_1,7cfp_1,7cfq_1,8hmx_1",7,2,36.2,38.5
"P61964_1,Q03164_1",PDB-CPX-153429,WD repeat-containing protein 5 and MLL cleavage product C180,heteromeric,"3eg6_1,3emh_1,4esg_1,4esg_2",4,2,36.22,36.65
"P61964_1,Q6P823_1",PDB-CPX-153432,WD repeat-containing protein 5 and Histone H3.3,heteromeric,"2h9m_1,2h9m_2,2h9n_1,2h9n_2,2h9p_1",5,2,35.68,37.76
"P61964_1,Q9UMN6_1",PDB-CPX-153438,WD repeat-containing protein 5 and Histone-lysine N-methyltransferase 2B,heteromeric,"3uvm_1,4erz_1,4erz_2,4erz_3",4,2,35.91,35.94
"P61964_1,Q9UPS6_1",PDB-CPX-153439,WD repeat-containing protein 5 and Histone-lysine N-methyltransferase SETD1B,heteromeric,"3uvo_1,4es0_1,8wxv_1,8wxv_2",4,2,35.84,36.03
"P61964_1,Q9Y4B6_1",PDB-CPX-153440,WD repeat-containing protein 5 and DDB1- and CUL4-associated factor 1,heteromeric,"9b9h_1,9b9t_1,9b9w_1,9ba2_1,9dlw_1",5,2,76.08,76.24
P61964_2,PDB-CPX-153441,WD repeat-containing protein 5,homomeric,"6uoz_1,7bed_1,7dno_1,8f93_1,8f93_2,8ujy_1,8x3r_1",7,2,71.11,73.4
P61972_2,PDB-CPX-153449,Nuclear transport factor 2,homomeric,"1ar0_1,1ask_1,1gy6_1,1jb2_1,1jb4_1,1jb5_1,1oun_1,1qma_1,1qma_2,1u5o_1",10,2,28.99,29.02
"P61981_1,Q9YP60_1",PDB-CPX-153456,Non-structural protein 1 and 14-3-3 protein gamma,heteromeric,"4o46_1,4o46_2,4o46_3,4o46_4,4o46_6",5,2,31.37,31.37
P61981_2,PDB-CPX-153458,14-3-3 protein gamma,homomeric,"2b05_1,2b05_2,2b05_3,4e2e_2,6a5s_1,6a5s_2,6byj_1,6byj_2,6byj_3,6byl_1,6byl_2,6byl_3,6bzd_1,6bzd_2,6gkg_4",15,2,57.92,60.86
"P61981_2,Q96PU5_2",PDB-CPX-153460,E3 ubiquitin-protein ligase NEDD4-like and 14-3-3 protein gamma,heteromeric,"6zbt_1,6zbt_2,6zc9_1,6zc9_2",4,4,56.68,57.0
"P61981_2,Q96RR4_2",PDB-CPX-153461,Calcium/calmodulin-dependent protein kinase kinase 2 and 14-3-3 protein gamma,heteromeric,"6fel_1,6fel_2,6y4k_1,6y6b_1",4,4,56.68,57.3
"P61981_2,Q9UIK4_2",PDB-CPX-153462,Death-associated protein kinase 2 and 14-3-3 protein gamma,heteromeric,"7a6r_1,7a6r_2,7a6y_1,7a6y_2",4,4,56.66,57.7
"P62010_1,Q9UZK4_1",PDB-CPX-153475,Small ribosomal subunit protein uS11 and Putative adenylate kinase,heteromeric,"4cvn_1,4cvn_2,4cvn_3,4cvn_4,4cw7_1,4cw7_2,4cw7_3,4cw7_4",8,2,36.85,36.94
"P62136_1,Q12972_1",PDB-CPX-153486,Nuclear inhibitor of protein phosphatase 1 and Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,heteromeric,"3v4y_1,3v4y_2,3v4y_3,3v4y_4",4,2,42.58,44.11
"P62136_1,Q15435_1",PDB-CPX-153489,Protein phosphatase 1 regulatory subunit 7 and Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,heteromeric,"6obn_1,6obn_2,6obp_1",3,2,71.34,72.04
"P62136_1,Q9UQK1_1",PDB-CPX-153495,Protein phosphatase 1 regulatory subunit 3C and Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,heteromeric,"7qfb_1,7qm2_1,7qm2_2",3,2,58.39,58.39
"P62137_1,Q86XI6_1",PDB-CPX-153499,Protein phosphatase 1 regulatory subunit 3B and Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,heteromeric,"5zt0_1,5zt0_2,5zt0_3,5zt0_4",4,2,42.16,42.16
"P62152_1,Q29122_1",PDB-CPX-153512,Unconventional myosin-VI and Calmodulin,heteromeric,"2bkh_1,2vas_1,2x51_1,3l9i_1,4dbp_1,4dbq_1",6,2,109.17,111.43
"P62166_1,Q80ZG1_1",PDB-CPX-153520,Chaperone Ric-8A and Neuronal calcium sensor 1,heteromeric,"8ahy_1,8alh_1,8alm_1",3,2,24.66,24.68
P62168_2,PDB-CPX-153523,Neuronal calcium sensor 1,homomeric,"4ov2_5,4ov2_6,4yru_1,4yru_2",4,2,41.49,41.62
P62258_2,PDB-CPX-153533,14-3-3 protein epsilon,homomeric,"2br9_1,6eih_1,7c8e_1",3,2,55.56,63.58
P62483_4,PDB-CPX-153553,Voltage-gated potassium channel subunit beta-2,homomeric,"1qrq_1,2r9r_4,2r9r_6,3eau_1,3eb3_1,3eb4_1",6,4,151.58,152.46
"P62483_4,P63142_4",PDB-CPX-153556,Potassium voltage-gated channel subfamily A member 2 and Voltage-gated potassium channel subunit beta-2,heteromeric,"3lut_1,7sit_1,7sit_2,7siz_1,7siz_2",5,8,388.68,395.39
"P62491_1,Q9UBF8_1",PDB-CPX-153564,Phosphatidylinositol 4-kinase beta and Ras-related protein Rab-11A,heteromeric,"4d0l_1,4d0l_2,4d0l_3,5c46_1,5c4g_1,5euq_1,5fbl_1,5fbq_1,5fbr_1,5fbv_1,5fbw_1,8vof_1",12,2,90.27,91.17
"P62491_1,Q9ULV0_1",PDB-CPX-153565,Ras-related protein Rab-11A and Unconventional myosin-Vb,heteromeric,"4lwz_1,4lwz_2,4lx0_1,4lx0_2",4,2,69.75,69.88
"P62491_1,Q9Y4I1_1",PDB-CPX-153566,Unconventional myosin-Va and Ras-related protein Rab-11A,heteromeric,"5jcz_1,5jcz_2,5jcz_3",3,2,66.48,66.57
P62491_2,PDB-CPX-153567,Ras-related protein Rab-11A,homomeric,"1oiv_1,5ez5_1,5ez5_2",3,2,39.12,44.16
P62508_2,PDB-CPX-153572,Estrogen-related receptor gamma,homomeric,"1vjb_1,2e2r_1,2ewp_1,2ewp_2,2ewp_3,2gp7_1,2gp7_2,2gpu_1,2zas_1,2zbs_1,2zkc_1,6i61_1,6i62_1,6i63_1,6i64_1,6i65_1,6i66_1,6i67_1,6k3n_1,8ifo_1",20,2,54.67,57.55
P62509_2,PDB-CPX-153575,Estrogen-related receptor gamma,homomeric,"1s9p_1,1s9p_2,1s9p_4,1s9p_5,1s9q_1",5,2,52.15,58.4
P62552_2,PDB-CPX-153579,Antitoxin CcdA,homomeric,"2adl_1,2adn_1,2h3a_1,2h3c_1",4,2,20.79,24.76
P62554_2,PDB-CPX-153582,Toxin CcdB,homomeric,"1vub_1,1vub_2,3vub_1,4vub_1,7epg_1,7epi_1,7epj_1",7,2,23.56,23.7
P62558_2,PDB-CPX-153584,Protein SopB,homomeric,"3kz5_1,3kz5_2,3mkw_1,3mkw_2,3mky_1,3mky_2,3mkz_1,3mkz_2",8,2,39.95,53.66
P62575_2,PDB-CPX-153586,Sialidase A,homomeric,"2vvz_1,2ya4_1,2ya5_1,2ya6_1,2ya7_1,2ya7_2,2ya8_1,5kky_1,7a5x_1",9,2,111.65,113.73
P62577_3,PDB-CPX-153588,Chloramphenicol acetyltransferase,homomeric,"1noc_2,1pd5_1,1pd5_2,1pd5_3,1pd5_4,1q23_1,1q23_2,1q23_3,1q23_4,3u9b_1,3u9b_2,3u9b_3,3u9f_1,3u9f_2,3u9f_3,3u9f_4,3u9f_5,3u9f_6",18,3,78.1,78.72
P62617_3,PDB-CPX-153595,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",homomeric,"1gx1_1,1h47_1,1h47_2,1h48_1,1h48_2,1jy8_1,1knj_1,1knk_1,1u3l_1,1u3p_1,1u40_1,1u43_1,1yqn_1,2amt_1,2amt_2,2gzl_1,3elc_1,3eor_1,3ern_1,3ern_2,3esj_1,3fba_1",22,3,53.39,55.17
P62623_2,PDB-CPX-153597,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,homomeric,"3ke8_1,3kef_1,3kel_1,3kem_1",4,2,73.28,73.42
P62694_2,PDB-CPX-153601,Exoglucanase 1,homomeric,"4d5i_1,4d5j_1,4d5o_1,4d5q_1,4d5v_1",5,2,94.39,94.81
"P62805_1,P84243_1,Q9UER7_1",PDB-CPX-153618,nan,heteromeric,"4h9n_1,4h9o_1,4h9p_1,4h9q_1,4h9r_1,4h9s_1,4h9s_2,4hga_1",8,3,52.04,52.96
"P62805_1,Q12830_1",PDB-CPX-153619,Nucleosome-remodeling factor subunit BPTF and Histone H4,heteromeric,"3qzs_1,3qzs_2,3qzt_1,3qzv_1",4,2,14.68,21.54
"P62805_1,Q16576_1",PDB-CPX-153621,Histone H4 and Histone-binding protein RBBP7,heteromeric,"3cfs_1,3cfv_1,3cfv_2",3,2,49.32,49.32
"P62805_1,Q24K09_1",PDB-CPX-153623,Histone H4 and DNA (cytosine-5)-methyltransferase 1,heteromeric,"7lmk_1,7lmk_2,7lmk_3,7lmk_4,7lmm_1,7lmm_2,7lmm_3,7lmm_4",8,2,19.52,19.53
"P62805_1,Q6PL18_1",PDB-CPX-153625,Histone H4 and ATPase family AAA domain-containing protein 2,heteromeric,"4qut_1,4quu_1,7m98_1,8sdo_1,8sdq_1",5,2,19.23,19.31
"P62805_1,Q86UY6_1",PDB-CPX-153627,Histone H4 and N-alpha-acetyltransferase 40,heteromeric,"4u9w_1,4u9w_2,4u9w_3,4u9w_4",4,2,25.39,25.49
"P62805_1,Q92793_1",PDB-CPX-153630,Histone H4 and CREB-binding protein,heteromeric,"2rny_1,4n3w_1,4n4f_1",3,2,29.91,30.44
"P62805_1,Q9H8M2_1",PDB-CPX-153632,Histone H4 and Bromodomain-containing protein 9,heteromeric,"4yy6_1,4yyd_1,4yyg_1,4yyh_1,4yyh_2",5,2,13.59,13.6
"P62805_1,Q9H8M2_2",PDB-CPX-153633,Histone H4 and Bromodomain-containing protein 9,heteromeric,"4yyi_1,4yyi_2,4yyj_1,4yyj_2,4yyk_1,4yyk_2",6,3,26.05,26.06
"P62805_1,Q9NQR1_1",PDB-CPX-153634,N-lysine methyltransferase KMT5A and Histone H4,heteromeric,"3f9w_1,3f9w_2,3f9w_3,3f9w_4,3f9x_1,3f9x_2,3f9x_3,3f9x_4,3f9y_1,3f9y_2,3f9z_1,3f9z_2,3f9z_3,3f9z_4,5teg_1,5teg_2",16,2,20.48,20.51
"P62805_1,Q9NTG7_1",PDB-CPX-153635,"Histone H4 and NAD-dependent protein deacetylase sirtuin-3, mitochondrial",heteromeric,"5zgc_1,5zgc_2,5zgc_3,5zgc_4,5zgc_5,5zgc_6,8hlw_1",7,2,31.86,32.36
"P62805_1,Q9ULI0_1",PDB-CPX-153637,Histone H4 and ATPase family AAA domain-containing protein 2B,heteromeric,"8sdx_1,8sdx_2,8uhl_1,8uk5_1",4,2,17.2,17.29
"P62805_2,P84243_2,Q9UER7_2",PDB-CPX-153641,nan,heteromeric,"4h9p_2,4h9q_2,4h9r_2,4h9s_3",4,6,103.81,104.19
"P62820_1,Q14457_1,Q6ZNE5_1,Q8NEB9_1,Q99570_1",PDB-CPX-153655,"Phosphatidylinositol 3-kinase complex, class III, ATG14 variant and Ras-related protein Rab-1A",heteromeric,"9mhf_1,9mhg_1,9mhh_1",3,5,394.36,394.39
"P62820_1,Q5ZSM7_1",PDB-CPX-153656,Ras-related protein Rab-1A and LepB,heteromeric,"4iru_1,4iru_2,4iru_3",3,2,56.28,56.76
"P62820_1,Q5ZSQ3_1",PDB-CPX-153657,Ras-related protein Rab-1A and Multifunctional virulence effector protein DrrA,heteromeric,"2wwx_1,3l0i_1,3l0i_2",3,2,64.92,65.01
"P62820_1,Q7BU69_1",PDB-CPX-153658,Ras-related protein Rab-1A and Cysteine protease-like VirA,heteromeric,"4fmb_1,4fmb_2,4fmb_3",3,2,60.11,60.11
"P62820_1,Q7DB50_1",PDB-CPX-153659,Ras-related protein Rab-1A and T3SS secreted effector EspG,heteromeric,"4fmc_1,4fmc_2,4fmc_3,4fmd_1,4fmd_2,4fmd_3",6,2,58.97,59.13
"P62825_1,Q9HAV4_1",PDB-CPX-153663,Exportin-5 and GTP-binding nuclear protein Ran,heteromeric,"3a6p_1,3a6p_2,5yu6_1,5yu6_2",4,2,170.26,177.93
"P62826_1,Q14974_1",PDB-CPX-153669,Importin subunit beta-1 and GTP-binding nuclear protein Ran,heteromeric,"1ibr_1,1ibr_2,9baw_1",3,2,76.51,117.41
"P62826_1,Q9Y5L0_1",PDB-CPX-153674,GTP-binding nuclear protein Ran and Transportin-3,heteromeric,"4c0q_1,4c0q_2,4ol0_1",3,2,130.25,130.25
"P62837_1,Q969V5_1",PDB-CPX-153684,Mitochondrial ubiquitin ligase activator of NFKB 1 and Ubiquitin-conjugating enzyme E2 D2,heteromeric,"6m2c_1,6m2c_2,6m2c_3,6m2c_4",4,2,23.17,23.17
"P62837_1,Q96BH1_1",PDB-CPX-153685,Ubiquitin-conjugating enzyme E2 D2 and E3 ubiquitin-protein ligase RNF25,heteromeric,"5d1k_1,5d1l_1,5d1m_1",3,2,32.81,32.9
"P62877_1,P63208_1,Q13309_1,Q13616_1,Q86VP6_1",PDB-CPX-153704,"SCF E3 ubiquitin ligase complex, SKP2 variant and Cullin-associated NEDD8-dissociated protein 1",heteromeric,"7z8t_1,7z8v_1,7zbw_1,7zbz_1,8cdj_1,8cdk_1",6,5,306.02,306.2
"P62877_1,Q13616_1",PDB-CPX-153709,"E3 ubiquitin-protein ligase RBX1, N-terminally processed and Cullin-1",heteromeric,"1ldj_1,3rtr_1,3rtr_2,3rtr_3,3rtr_4",5,2,54.98,98.93
"P62917_4,Q9H6W3_4",PDB-CPX-153751,Ribosomal oxygenase 1 and Large ribosomal subunit protein uL2,heteromeric,"4ccm_1,4ccn_1,4cco_1",3,8,229.28,229.32
"P62937_1,Q72497_1",PDB-CPX-153759,Peptidyl-prolyl cis-trans isomerase A and Gag Polyprotein,heteromeric,"1m9c_1,1m9c_2,1m9e_1,1m9e_2,1m9f_1,1m9f_2,1m9x_1,1m9x_2,1m9x_3,1m9x_4,1m9y_1,1m9y_2,1m9y_3,1m9y_4",14,2,34.27,34.28
