complex_id,num_assemblies,median_mw_kda,A_BIN,MW_BIN
PDB-CPX-151062,3,37.5,A1_3-4,MW1_<60
PDB-CPX-151065,5,112.47,A2_5-8,MW2_60-120
PDB-CPX-151066,13,224.85,A3_9-20,MW3_120-300
PDB-CPX-151071,3,34.99,A1_3-4,MW1_<60
PDB-CPX-151072,39,69.27,A4_21-100,MW2_60-120
PDB-CPX-151077,9,223.84,A3_9-20,MW3_120-300
PDB-CPX-151078,4,453.95,A1_3-4,MW4_>300
PDB-CPX-151079,3,88.12,A1_3-4,MW2_60-120
PDB-CPX-151083,50,31.56,A4_21-100,MW1_<60
PDB-CPX-151084,12,47.38,A3_9-20,MW1_<60
PDB-CPX-151103,6,58.22,A2_5-8,MW1_<60
PDB-CPX-151104,4,116.17,A1_3-4,MW2_60-120
PDB-CPX-151105,11,63.35,A3_9-20,MW2_60-120
PDB-CPX-151109,10,76.19,A3_9-20,MW2_60-120
PDB-CPX-151116,5,194.85,A2_5-8,MW3_120-300
PDB-CPX-151118,3,202.28,A1_3-4,MW3_120-300
PDB-CPX-151119,18,119.8,A3_9-20,MW2_60-120
PDB-CPX-151122,3,46.42,A1_3-4,MW1_<60
PDB-CPX-151125,11,140.22,A3_9-20,MW3_120-300
PDB-CPX-151128,3,105.8,A1_3-4,MW2_60-120
PDB-CPX-151129,3,156.49,A1_3-4,MW3_120-300
PDB-CPX-151132,11,75.82,A3_9-20,MW2_60-120
PDB-CPX-151133,9,155.99,A3_9-20,MW3_120-300
PDB-CPX-151136,12,22.05,A3_9-20,MW1_<60
PDB-CPX-151141,11,88.95,A3_9-20,MW2_60-120
PDB-CPX-151142,4,149.0,A1_3-4,MW3_120-300
PDB-CPX-151145,3,89.76,A1_3-4,MW2_60-120
PDB-CPX-151153,5,151.57,A2_5-8,MW3_120-300
PDB-CPX-151154,4,124.83,A1_3-4,MW3_120-300
PDB-CPX-151157,3,20.64,A1_3-4,MW1_<60
PDB-CPX-151167,3,1081.5,A1_3-4,MW4_>300
PDB-CPX-151168,3,1047.46,A1_3-4,MW4_>300
PDB-CPX-151176,3,83.33,A1_3-4,MW2_60-120
PDB-CPX-151181,3,24.97,A1_3-4,MW1_<60
PDB-CPX-151183,3,21.33,A1_3-4,MW1_<60
PDB-CPX-151193,3,58.56,A1_3-4,MW1_<60
PDB-CPX-151202,28,87.84,A4_21-100,MW2_60-120
PDB-CPX-151209,5,163.45,A2_5-8,MW3_120-300
PDB-CPX-151210,40,246.16,A4_21-100,MW3_120-300
PDB-CPX-151220,4,150.19,A1_3-4,MW3_120-300
PDB-CPX-151233,14,73.08,A3_9-20,MW2_60-120
PDB-CPX-151237,5,88.52,A2_5-8,MW2_60-120
PDB-CPX-151239,8,53.77,A2_5-8,MW1_<60
PDB-CPX-151257,5,78.12,A2_5-8,MW2_60-120
PDB-CPX-151262,8,11.9,A2_5-8,MW1_<60
PDB-CPX-151264,3,20.26,A1_3-4,MW1_<60
PDB-CPX-151267,4,80.68,A1_3-4,MW2_60-120
PDB-CPX-151271,3,40.13,A1_3-4,MW1_<60
PDB-CPX-151282,4,85.24,A1_3-4,MW2_60-120
PDB-CPX-151296,3,64.47,A1_3-4,MW2_60-120
PDB-CPX-151297,26,32.9,A4_21-100,MW1_<60
PDB-CPX-151298,4,30.15,A1_3-4,MW1_<60
PDB-CPX-151299,16,32.87,A3_9-20,MW1_<60
PDB-CPX-151300,11,58.47,A3_9-20,MW1_<60
PDB-CPX-151305,3,6.31,A1_3-4,MW1_<60
PDB-CPX-151324,11,87.46,A3_9-20,MW2_60-120
PDB-CPX-151325,3,15.78,A1_3-4,MW1_<60
PDB-CPX-151327,7,139.82,A2_5-8,MW3_120-300
PDB-CPX-151328,8,138.51,A2_5-8,MW3_120-300
PDB-CPX-151352,4,640.59,A1_3-4,MW4_>300
PDB-CPX-151353,4,106.77,A1_3-4,MW2_60-120
PDB-CPX-151354,5,213.29,A2_5-8,MW3_120-300
PDB-CPX-151357,9,64.51,A3_9-20,MW2_60-120
PDB-CPX-151359,4,43.82,A1_3-4,MW1_<60
PDB-CPX-151362,4,25.93,A1_3-4,MW1_<60
PDB-CPX-151369,3,185.35,A1_3-4,MW3_120-300
PDB-CPX-151372,5,118.57,A2_5-8,MW2_60-120
PDB-CPX-151375,6,51.11,A2_5-8,MW1_<60
PDB-CPX-151385,8,197.28,A2_5-8,MW3_120-300
PDB-CPX-151388,6,182.71,A2_5-8,MW3_120-300
PDB-CPX-151389,3,43.01,A1_3-4,MW1_<60
PDB-CPX-151391,3,195.85,A1_3-4,MW3_120-300
PDB-CPX-151392,9,258.86,A3_9-20,MW3_120-300
PDB-CPX-151404,5,122.33,A2_5-8,MW3_120-300
PDB-CPX-151405,5,244.67,A2_5-8,MW3_120-300
PDB-CPX-151420,3,20.0,A1_3-4,MW1_<60
PDB-CPX-151424,6,222.91,A2_5-8,MW3_120-300
PDB-CPX-151428,9,342.77,A3_9-20,MW4_>300
PDB-CPX-151429,4,731.45,A1_3-4,MW4_>300
PDB-CPX-151430,6,34.48,A2_5-8,MW1_<60
PDB-CPX-151443,7,183.73,A2_5-8,MW3_120-300
PDB-CPX-151454,5,81.45,A2_5-8,MW2_60-120
PDB-CPX-151465,9,107.8,A3_9-20,MW2_60-120
PDB-CPX-151469,6,55.01,A2_5-8,MW1_<60
PDB-CPX-151480,6,102.68,A2_5-8,MW2_60-120
PDB-CPX-151496,3,52.7,A1_3-4,MW1_<60
PDB-CPX-151525,12,105.23,A3_9-20,MW2_60-120
PDB-CPX-151528,9,113.89,A3_9-20,MW2_60-120
PDB-CPX-151532,4,75.79,A1_3-4,MW2_60-120
PDB-CPX-151539,3,503.56,A1_3-4,MW4_>300
PDB-CPX-151549,3,43.06,A1_3-4,MW1_<60
PDB-CPX-151554,7,33.85,A2_5-8,MW1_<60
PDB-CPX-151566,3,21.27,A1_3-4,MW1_<60
PDB-CPX-151575,6,51.27,A2_5-8,MW1_<60
PDB-CPX-151577,3,62.42,A1_3-4,MW2_60-120
PDB-CPX-151581,4,25.5,A1_3-4,MW1_<60
PDB-CPX-151584,5,51.0,A2_5-8,MW1_<60
PDB-CPX-151586,11,58.84,A3_9-20,MW1_<60
PDB-CPX-151587,22,118.03,A4_21-100,MW2_60-120
PDB-CPX-151590,23,59.45,A4_21-100,MW1_<60
PDB-CPX-151591,8,58.71,A2_5-8,MW1_<60
PDB-CPX-151592,8,119.59,A2_5-8,MW2_60-120
PDB-CPX-151599,5,144.19,A2_5-8,MW3_120-300
PDB-CPX-151600,10,83.6,A3_9-20,MW2_60-120
PDB-CPX-151601,4,126.15,A1_3-4,MW3_120-300
PDB-CPX-151605,3,15.23,A1_3-4,MW1_<60
PDB-CPX-151609,4,15.25,A1_3-4,MW1_<60
PDB-CPX-151610,5,30.51,A2_5-8,MW1_<60
PDB-CPX-151611,4,65.34,A1_3-4,MW2_60-120
PDB-CPX-151614,5,44.22,A2_5-8,MW1_<60
PDB-CPX-151620,4,86.98,A1_3-4,MW2_60-120
PDB-CPX-151630,6,75.02,A2_5-8,MW2_60-120
PDB-CPX-151639,5,75.95,A2_5-8,MW2_60-120
PDB-CPX-151658,6,52.9,A2_5-8,MW1_<60
PDB-CPX-151659,4,47.52,A1_3-4,MW1_<60
PDB-CPX-151700,3,12.51,A1_3-4,MW1_<60
PDB-CPX-151712,4,51.4,A1_3-4,MW1_<60
PDB-CPX-151718,10,98.09,A3_9-20,MW2_60-120
PDB-CPX-151722,8,42.43,A2_5-8,MW1_<60
PDB-CPX-151728,6,537.5,A2_5-8,MW4_>300
PDB-CPX-151731,3,75.22,A1_3-4,MW2_60-120
PDB-CPX-151733,4,52.21,A1_3-4,MW1_<60
PDB-CPX-151741,12,75.09,A3_9-20,MW2_60-120
PDB-CPX-151742,4,67.44,A1_3-4,MW2_60-120
PDB-CPX-151745,4,66.02,A1_3-4,MW2_60-120
PDB-CPX-151747,5,73.23,A2_5-8,MW2_60-120
PDB-CPX-151750,6,25.52,A2_5-8,MW1_<60
PDB-CPX-151752,8,84.27,A2_5-8,MW2_60-120
PDB-CPX-151755,27,486.52,A4_21-100,MW4_>300
PDB-CPX-151765,4,101.08,A1_3-4,MW2_60-120
PDB-CPX-151767,3,60.82,A1_3-4,MW2_60-120
PDB-CPX-151769,9,63.72,A3_9-20,MW2_60-120
PDB-CPX-151771,6,77.57,A2_5-8,MW2_60-120
PDB-CPX-151777,9,195.98,A3_9-20,MW3_120-300
PDB-CPX-151779,14,88.57,A3_9-20,MW2_60-120
PDB-CPX-151780,52,87.92,A4_21-100,MW2_60-120
PDB-CPX-151786,9,20.77,A3_9-20,MW1_<60
PDB-CPX-151791,14,40.79,A3_9-20,MW1_<60
PDB-CPX-151796,6,165.12,A2_5-8,MW3_120-300
PDB-CPX-151797,7,43.54,A2_5-8,MW1_<60
PDB-CPX-151800,3,70.57,A1_3-4,MW2_60-120
PDB-CPX-151805,3,74.34,A1_3-4,MW2_60-120
PDB-CPX-151807,4,166.21,A1_3-4,MW3_120-300
PDB-CPX-151814,3,86.1,A1_3-4,MW2_60-120
PDB-CPX-151815,15,85.06,A3_9-20,MW2_60-120
PDB-CPX-151824,3,43.3,A1_3-4,MW1_<60
PDB-CPX-151834,4,25.72,A1_3-4,MW1_<60
PDB-CPX-151837,4,60.29,A1_3-4,MW2_60-120
PDB-CPX-151841,3,122.62,A1_3-4,MW3_120-300
PDB-CPX-151843,4,81.7,A1_3-4,MW2_60-120
PDB-CPX-151844,3,58.67,A1_3-4,MW1_<60
PDB-CPX-151850,3,30.66,A1_3-4,MW1_<60
PDB-CPX-151856,4,62.52,A1_3-4,MW2_60-120
PDB-CPX-151878,14,15.6,A3_9-20,MW1_<60
PDB-CPX-151895,4,245.45,A1_3-4,MW3_120-300
PDB-CPX-151896,6,29.05,A2_5-8,MW1_<60
PDB-CPX-151899,4,44.93,A1_3-4,MW1_<60
PDB-CPX-151900,7,12.91,A2_5-8,MW1_<60
PDB-CPX-151906,3,32.71,A1_3-4,MW1_<60
PDB-CPX-151916,8,101.9,A2_5-8,MW2_60-120
PDB-CPX-151920,6,16.7,A2_5-8,MW1_<60
PDB-CPX-151921,6,27.68,A2_5-8,MW1_<60
PDB-CPX-151922,3,102.72,A1_3-4,MW2_60-120
PDB-CPX-151927,44,52.12,A4_21-100,MW1_<60
PDB-CPX-151934,3,82.07,A1_3-4,MW2_60-120
PDB-CPX-151936,5,429.37,A2_5-8,MW4_>300
PDB-CPX-151937,3,432.97,A1_3-4,MW4_>300
PDB-CPX-151943,3,463.52,A1_3-4,MW4_>300
PDB-CPX-151945,3,441.88,A1_3-4,MW4_>300
PDB-CPX-151948,4,56.06,A1_3-4,MW1_<60
PDB-CPX-151963,5,157.78,A2_5-8,MW3_120-300
PDB-CPX-151964,3,150.85,A1_3-4,MW3_120-300
PDB-CPX-151976,3,126.24,A1_3-4,MW3_120-300
PDB-CPX-151982,4,45.35,A1_3-4,MW1_<60
PDB-CPX-151987,7,62.79,A2_5-8,MW2_60-120
PDB-CPX-151989,3,46.57,A1_3-4,MW1_<60
PDB-CPX-152001,20,33.83,A3_9-20,MW1_<60
PDB-CPX-152007,3,77.68,A1_3-4,MW2_60-120
PDB-CPX-152008,4,155.3,A1_3-4,MW3_120-300
PDB-CPX-152012,7,85.27,A2_5-8,MW2_60-120
PDB-CPX-152015,4,91.88,A1_3-4,MW2_60-120
PDB-CPX-152017,10,188.41,A3_9-20,MW3_120-300
PDB-CPX-152023,14,134.37,A3_9-20,MW3_120-300
PDB-CPX-152024,4,119.88,A1_3-4,MW2_60-120
PDB-CPX-152025,4,35.25,A1_3-4,MW1_<60
PDB-CPX-152027,5,29.67,A2_5-8,MW1_<60
PDB-CPX-152029,10,120.46,A3_9-20,MW3_120-300
PDB-CPX-152031,8,241.03,A2_5-8,MW3_120-300
PDB-CPX-152039,21,87.81,A4_21-100,MW2_60-120
PDB-CPX-152058,12,119.68,A3_9-20,MW2_60-120
PDB-CPX-152072,3,36.37,A1_3-4,MW1_<60
PDB-CPX-152082,4,316.57,A1_3-4,MW4_>300
PDB-CPX-152099,6,150.03,A2_5-8,MW3_120-300
PDB-CPX-152104,3,74.3,A1_3-4,MW2_60-120
PDB-CPX-152108,14,264.0,A3_9-20,MW3_120-300
PDB-CPX-152109,4,233.84,A1_3-4,MW3_120-300
PDB-CPX-152125,19,62.41,A3_9-20,MW2_60-120
PDB-CPX-152127,3,61.92,A1_3-4,MW2_60-120
PDB-CPX-152129,3,118.3,A1_3-4,MW2_60-120
PDB-CPX-152131,5,113.88,A2_5-8,MW2_60-120
PDB-CPX-152138,4,22.34,A1_3-4,MW1_<60
PDB-CPX-152142,3,30.92,A1_3-4,MW1_<60
PDB-CPX-152144,11,1073.58,A3_9-20,MW4_>300
PDB-CPX-152154,59,541.98,A4_21-100,MW4_>300
PDB-CPX-152161,3,964.14,A1_3-4,MW4_>300
PDB-CPX-152163,3,636.32,A1_3-4,MW4_>300
PDB-CPX-152164,5,591.57,A2_5-8,MW4_>300
PDB-CPX-152173,4,169.22,A1_3-4,MW3_120-300
PDB-CPX-152199,13,17.62,A3_9-20,MW1_<60
PDB-CPX-152207,19,62.03,A3_9-20,MW2_60-120
PDB-CPX-152208,20,71.61,A3_9-20,MW2_60-120
PDB-CPX-152216,8,49.28,A2_5-8,MW1_<60
PDB-CPX-152217,4,62.36,A1_3-4,MW2_60-120
PDB-CPX-152220,48,68.56,A4_21-100,MW2_60-120
PDB-CPX-152221,8,63.44,A2_5-8,MW2_60-120
PDB-CPX-152224,4,132.69,A1_3-4,MW3_120-300
PDB-CPX-152226,7,49.94,A2_5-8,MW1_<60
PDB-CPX-152235,11,22.3,A3_9-20,MW1_<60
PDB-CPX-152239,6,39.35,A2_5-8,MW1_<60
PDB-CPX-152275,4,4.73,A1_3-4,MW1_<60
PDB-CPX-152276,8,31.77,A2_5-8,MW1_<60
PDB-CPX-152281,13,94.06,A3_9-20,MW2_60-120
PDB-CPX-152291,3,37.97,A1_3-4,MW1_<60
PDB-CPX-152298,24,96.49,A4_21-100,MW2_60-120
PDB-CPX-152305,6,41.51,A2_5-8,MW1_<60
PDB-CPX-152309,16,42.71,A3_9-20,MW1_<60
PDB-CPX-152317,22,104.48,A4_21-100,MW2_60-120
PDB-CPX-152319,5,688.44,A2_5-8,MW4_>300
PDB-CPX-152329,4,21.53,A1_3-4,MW1_<60
PDB-CPX-152332,3,45.73,A1_3-4,MW1_<60
PDB-CPX-152337,4,32.12,A1_3-4,MW1_<60
PDB-CPX-152338,4,50.38,A1_3-4,MW1_<60
PDB-CPX-152339,3,28.06,A1_3-4,MW1_<60
PDB-CPX-152343,4,60.91,A1_3-4,MW2_60-120
PDB-CPX-152355,4,53.06,A1_3-4,MW1_<60
PDB-CPX-152356,14,68.25,A3_9-20,MW2_60-120
PDB-CPX-152361,4,94.15,A1_3-4,MW2_60-120
PDB-CPX-152362,6,117.02,A2_5-8,MW2_60-120
PDB-CPX-152363,4,304.03,A1_3-4,MW4_>300
PDB-CPX-152374,4,95.1,A1_3-4,MW2_60-120
PDB-CPX-152390,7,128.09,A2_5-8,MW3_120-300
PDB-CPX-152391,13,511.89,A3_9-20,MW4_>300
PDB-CPX-152394,3,66.05,A1_3-4,MW2_60-120
PDB-CPX-152397,5,92.68,A2_5-8,MW2_60-120
PDB-CPX-152399,8,59.69,A2_5-8,MW1_<60
PDB-CPX-152400,5,118.86,A2_5-8,MW2_60-120
PDB-CPX-152422,4,53.44,A1_3-4,MW1_<60
PDB-CPX-152423,17,126.36,A3_9-20,MW3_120-300
PDB-CPX-152424,3,66.01,A1_3-4,MW2_60-120
PDB-CPX-152425,4,132.03,A1_3-4,MW3_120-300
PDB-CPX-152427,3,53.28,A1_3-4,MW1_<60
PDB-CPX-152431,24,31.98,A4_21-100,MW1_<60
PDB-CPX-152432,11,70.48,A3_9-20,MW2_60-120
PDB-CPX-152433,4,69.5,A1_3-4,MW2_60-120
PDB-CPX-152436,15,157.0,A3_9-20,MW3_120-300
PDB-CPX-152456,8,77.31,A2_5-8,MW2_60-120
PDB-CPX-152461,3,28.11,A1_3-4,MW1_<60
PDB-CPX-152482,5,146.56,A2_5-8,MW3_120-300
PDB-CPX-152484,4,68.15,A1_3-4,MW2_60-120
PDB-CPX-152499,3,53.61,A1_3-4,MW1_<60
PDB-CPX-152507,10,57.98,A3_9-20,MW1_<60
PDB-CPX-152508,12,112.24,A3_9-20,MW2_60-120
PDB-CPX-152514,3,18.7,A1_3-4,MW1_<60
PDB-CPX-152515,33,92.23,A4_21-100,MW2_60-120
PDB-CPX-152516,3,37.86,A1_3-4,MW1_<60
PDB-CPX-152520,5,132.14,A2_5-8,MW3_120-300
PDB-CPX-152526,3,145.85,A1_3-4,MW3_120-300
PDB-CPX-152542,7,35.22,A2_5-8,MW1_<60
PDB-CPX-152544,3,105.65,A1_3-4,MW2_60-120
PDB-CPX-152552,3,74.04,A1_3-4,MW2_60-120
PDB-CPX-152562,3,50.62,A1_3-4,MW1_<60
PDB-CPX-152563,4,42.27,A1_3-4,MW1_<60
PDB-CPX-152564,3,56.45,A1_3-4,MW1_<60
PDB-CPX-152574,3,57.53,A1_3-4,MW1_<60
PDB-CPX-152581,9,85.46,A3_9-20,MW2_60-120
PDB-CPX-152586,7,42.9,A2_5-8,MW1_<60
PDB-CPX-152589,12,65.24,A3_9-20,MW2_60-120
PDB-CPX-152591,3,164.13,A1_3-4,MW3_120-300
PDB-CPX-152601,5,19.93,A2_5-8,MW1_<60
PDB-CPX-152606,104,123.66,A5_101+,MW3_120-300
PDB-CPX-152617,3,33.93,A1_3-4,MW1_<60
PDB-CPX-152620,4,55.66,A1_3-4,MW1_<60
PDB-CPX-152623,10,144.65,A3_9-20,MW3_120-300
PDB-CPX-152625,4,162.78,A1_3-4,MW3_120-300
PDB-CPX-152631,5,28.74,A2_5-8,MW1_<60
PDB-CPX-152636,3,6.49,A1_3-4,MW1_<60
PDB-CPX-152651,10,40.55,A3_9-20,MW1_<60
PDB-CPX-152663,7,47.7,A2_5-8,MW1_<60
PDB-CPX-152666,17,60.16,A3_9-20,MW2_60-120
PDB-CPX-152671,4,171.15,A1_3-4,MW3_120-300
PDB-CPX-152675,6,32.28,A2_5-8,MW1_<60
PDB-CPX-152681,3,480.95,A1_3-4,MW4_>300
PDB-CPX-152693,3,103.81,A1_3-4,MW2_60-120
PDB-CPX-152703,3,52.15,A1_3-4,MW1_<60
PDB-CPX-152710,8,27.83,A2_5-8,MW1_<60
PDB-CPX-152716,6,10.4,A2_5-8,MW1_<60
PDB-CPX-152732,4,17.95,A1_3-4,MW1_<60
PDB-CPX-152738,6,69.52,A2_5-8,MW2_60-120
PDB-CPX-152744,10,95.9,A3_9-20,MW2_60-120
PDB-CPX-152745,3,45.8,A1_3-4,MW1_<60
PDB-CPX-152747,31,414.01,A4_21-100,MW4_>300
PDB-CPX-152748,3,28.86,A1_3-4,MW1_<60
PDB-CPX-152750,3,471.27,A1_3-4,MW4_>300
PDB-CPX-152755,6,29.16,A2_5-8,MW1_<60
PDB-CPX-152760,3,17.12,A1_3-4,MW1_<60
PDB-CPX-152765,3,161.93,A1_3-4,MW3_120-300
PDB-CPX-152769,9,7.16,A3_9-20,MW1_<60
PDB-CPX-152770,6,13.59,A2_5-8,MW1_<60
PDB-CPX-152773,10,6.97,A3_9-20,MW1_<60
PDB-CPX-152774,8,14.27,A2_5-8,MW1_<60
PDB-CPX-152795,4,90.41,A1_3-4,MW2_60-120
PDB-CPX-152804,3,161.58,A1_3-4,MW3_120-300
PDB-CPX-152808,4,144.58,A1_3-4,MW3_120-300
PDB-CPX-152809,3,160.95,A1_3-4,MW3_120-300
PDB-CPX-152810,4,162.23,A1_3-4,MW3_120-300
PDB-CPX-152812,3,142.2,A1_3-4,MW3_120-300
PDB-CPX-152813,4,148.49,A1_3-4,MW3_120-300
PDB-CPX-152815,5,132.15,A2_5-8,MW3_120-300
PDB-CPX-152827,5,151.88,A2_5-8,MW3_120-300
PDB-CPX-152831,5,156.76,A2_5-8,MW3_120-300
PDB-CPX-152832,3,149.66,A1_3-4,MW3_120-300
PDB-CPX-152834,23,150.7,A4_21-100,MW3_120-300
PDB-CPX-152838,5,154.08,A2_5-8,MW3_120-300
PDB-CPX-152841,3,163.32,A1_3-4,MW3_120-300
PDB-CPX-152842,3,184.7,A1_3-4,MW3_120-300
PDB-CPX-152843,4,153.08,A1_3-4,MW3_120-300
PDB-CPX-152844,5,186.32,A2_5-8,MW3_120-300
PDB-CPX-152847,6,146.82,A2_5-8,MW3_120-300
PDB-CPX-152851,8,157.35,A2_5-8,MW3_120-300
PDB-CPX-152852,4,160.6,A1_3-4,MW3_120-300
PDB-CPX-152855,4,176.05,A1_3-4,MW3_120-300
PDB-CPX-152856,4,179.35,A1_3-4,MW3_120-300
PDB-CPX-152857,3,152.19,A1_3-4,MW3_120-300
PDB-CPX-152890,5,135.66,A2_5-8,MW3_120-300
PDB-CPX-152895,4,579.29,A1_3-4,MW4_>300
PDB-CPX-152902,7,182.51,A2_5-8,MW3_120-300
PDB-CPX-152916,5,17.27,A2_5-8,MW1_<60
PDB-CPX-152919,12,48.49,A3_9-20,MW1_<60
PDB-CPX-152923,3,208.42,A1_3-4,MW3_120-300
PDB-CPX-152924,4,116.24,A1_3-4,MW2_60-120
PDB-CPX-152928,18,8.26,A3_9-20,MW1_<60
PDB-CPX-152929,5,12.25,A2_5-8,MW1_<60
PDB-CPX-152930,11,16.25,A3_9-20,MW1_<60
PDB-CPX-152932,16,22.84,A3_9-20,MW1_<60
PDB-CPX-152934,5,26.73,A2_5-8,MW1_<60
PDB-CPX-152938,10,70.7,A3_9-20,MW2_60-120
PDB-CPX-152939,4,95.85,A1_3-4,MW2_60-120
PDB-CPX-152940,4,93.74,A1_3-4,MW2_60-120
PDB-CPX-152943,28,53.5,A4_21-100,MW1_<60
PDB-CPX-152962,3,383.36,A1_3-4,MW4_>300
PDB-CPX-152966,4,69.05,A1_3-4,MW2_60-120
PDB-CPX-152967,5,137.27,A2_5-8,MW3_120-300
PDB-CPX-152970,4,91.83,A1_3-4,MW2_60-120
PDB-CPX-152974,3,180.71,A1_3-4,MW3_120-300
PDB-CPX-152979,4,61.63,A1_3-4,MW2_60-120
PDB-CPX-152984,27,57.99,A4_21-100,MW1_<60
PDB-CPX-152993,4,63.81,A1_3-4,MW2_60-120
PDB-CPX-153002,3,169.6,A1_3-4,MW3_120-300
PDB-CPX-153013,6,145.54,A2_5-8,MW3_120-300
PDB-CPX-153015,4,62.46,A1_3-4,MW2_60-120
PDB-CPX-153016,5,32.12,A2_5-8,MW1_<60
PDB-CPX-153021,3,22.18,A1_3-4,MW1_<60
PDB-CPX-153034,5,217.93,A2_5-8,MW3_120-300
PDB-CPX-153039,24,70.68,A4_21-100,MW2_60-120
PDB-CPX-153045,3,211.03,A1_3-4,MW3_120-300
PDB-CPX-153050,3,84.95,A1_3-4,MW2_60-120
PDB-CPX-153054,41,130.56,A4_21-100,MW3_120-300
PDB-CPX-153067,4,85.08,A1_3-4,MW2_60-120
PDB-CPX-153075,4,397.13,A1_3-4,MW4_>300
PDB-CPX-153076,16,98.59,A3_9-20,MW2_60-120
PDB-CPX-153077,3,198.56,A1_3-4,MW3_120-300
PDB-CPX-153083,5,35.65,A2_5-8,MW1_<60
PDB-CPX-153084,4,27.7,A1_3-4,MW1_<60
PDB-CPX-153086,5,427.19,A2_5-8,MW4_>300
PDB-CPX-153089,23,216.53,A4_21-100,MW3_120-300
PDB-CPX-153097,8,95.34,A2_5-8,MW2_60-120
PDB-CPX-153104,5,42.96,A2_5-8,MW1_<60
PDB-CPX-153105,4,61.51,A1_3-4,MW2_60-120
PDB-CPX-153107,4,62.45,A1_3-4,MW2_60-120
PDB-CPX-153111,8,55.36,A2_5-8,MW1_<60
PDB-CPX-153118,3,43.5,A1_3-4,MW1_<60
PDB-CPX-153122,3,143.37,A1_3-4,MW3_120-300
PDB-CPX-153124,3,52.69,A1_3-4,MW1_<60
PDB-CPX-153133,4,37.2,A1_3-4,MW1_<60
PDB-CPX-153136,4,39.69,A1_3-4,MW1_<60
PDB-CPX-153138,6,39.71,A2_5-8,MW1_<60
PDB-CPX-153139,3,54.11,A1_3-4,MW1_<60
PDB-CPX-153164,3,166.36,A1_3-4,MW3_120-300
PDB-CPX-153166,3,146.86,A1_3-4,MW3_120-300
PDB-CPX-153172,4,34.04,A1_3-4,MW1_<60
PDB-CPX-153173,4,24.78,A1_3-4,MW1_<60
PDB-CPX-153185,22,32.39,A4_21-100,MW1_<60
PDB-CPX-153186,6,58.92,A2_5-8,MW1_<60
PDB-CPX-153190,3,31.45,A1_3-4,MW1_<60
PDB-CPX-153199,3,955.92,A1_3-4,MW4_>300
PDB-CPX-153200,4,476.93,A1_3-4,MW4_>300
PDB-CPX-153203,3,112.84,A1_3-4,MW2_60-120
PDB-CPX-153212,10,322.58,A3_9-20,MW4_>300
PDB-CPX-153218,8,65.03,A2_5-8,MW2_60-120
PDB-CPX-153220,5,99.09,A2_5-8,MW2_60-120
PDB-CPX-153226,5,198.18,A2_5-8,MW3_120-300
PDB-CPX-153229,5,30.94,A2_5-8,MW1_<60
PDB-CPX-153230,4,22.68,A1_3-4,MW1_<60
PDB-CPX-153244,8,48.6,A2_5-8,MW1_<60
PDB-CPX-153245,4,35.51,A1_3-4,MW1_<60
PDB-CPX-153251,3,98.92,A1_3-4,MW2_60-120
PDB-CPX-153253,8,100.86,A2_5-8,MW2_60-120
PDB-CPX-153261,7,49.43,A2_5-8,MW1_<60
PDB-CPX-153262,3,38.96,A1_3-4,MW1_<60
PDB-CPX-153265,4,62.84,A1_3-4,MW2_60-120
PDB-CPX-153268,3,46.82,A1_3-4,MW1_<60
PDB-CPX-153270,57,50.71,A4_21-100,MW1_<60
PDB-CPX-153272,7,43.19,A2_5-8,MW1_<60
PDB-CPX-153276,4,66.92,A1_3-4,MW2_60-120
PDB-CPX-153282,4,498.22,A1_3-4,MW4_>300
PDB-CPX-153290,10,164.89,A3_9-20,MW3_120-300
PDB-CPX-153295,3,29.47,A1_3-4,MW1_<60
PDB-CPX-153298,4,177.92,A1_3-4,MW3_120-300
PDB-CPX-153317,4,41.69,A1_3-4,MW1_<60
PDB-CPX-153318,4,41.67,A1_3-4,MW1_<60
PDB-CPX-153322,4,45.49,A1_3-4,MW1_<60
PDB-CPX-153323,4,45.12,A1_3-4,MW1_<60
PDB-CPX-153328,3,91.15,A1_3-4,MW2_60-120
PDB-CPX-153329,5,43.39,A2_5-8,MW1_<60
PDB-CPX-153332,5,95.88,A2_5-8,MW2_60-120
PDB-CPX-153335,116,94.53,A5_101+,MW2_60-120
PDB-CPX-153339,14,23.68,A3_9-20,MW1_<60
PDB-CPX-153340,3,189.1,A1_3-4,MW3_120-300
PDB-CPX-153341,6,47.73,A2_5-8,MW1_<60
PDB-CPX-153344,6,68.7,A2_5-8,MW2_60-120
PDB-CPX-153348,10,119.56,A3_9-20,MW2_60-120
PDB-CPX-153352,44,13.43,A4_21-100,MW1_<60
PDB-CPX-153355,43,28.02,A4_21-100,MW1_<60
PDB-CPX-153356,10,26.88,A3_9-20,MW1_<60
PDB-CPX-153361,7,30.04,A2_5-8,MW1_<60
PDB-CPX-153363,15,82.83,A3_9-20,MW2_60-120
PDB-CPX-153364,4,15.26,A1_3-4,MW1_<60
PDB-CPX-153368,5,22.36,A2_5-8,MW1_<60
PDB-CPX-153385,16,65.29,A3_9-20,MW2_60-120
PDB-CPX-153424,4,85.41,A1_3-4,MW2_60-120
PDB-CPX-153427,7,36.2,A2_5-8,MW1_<60
PDB-CPX-153429,4,36.22,A1_3-4,MW1_<60
